name,id,home,team,pos,passing_att,passing_cmp,passing_ints,passing_tds,passing_twopta,passing_twoptm,passing_yds,receiving_lng,receiving_lngtd,receiving_rec,receiving_tds,receiving_twopta,receiving_twoptm,receiving_yds,rushing_att,rushing_lng,rushing_lngtd,rushing_tds,rushing_twopta,rushing_twoptm,rushing_yds
T.Jackson,00-0024279,yes,SEA,QB,27,17,0,0,0,0,217,,,,,,,,5,4,0,0,0,0,3
R.Rice,00-0026195,no,BAL,,1,1,0,1,0,0,1,13,0,8,0,0,0,54,5,11,0,0,0,0,27
J.Flacco,00-0026158,no,BAL,QB,52,29,1,1,0,0,255,,,,,,,,2,6,0,0,0,0,8
