name,id,home,team,pos,passing_att,passing_cmp,passing_ints,passing_tds,passing_twopta,passing_twoptm,passing_yds,rushing_att,rushing_lng,rushing_tds,rushing_twopta,rushing_twoptm,rushing_yds
J.Flacco,00-0026158,yes,BAL,QB,35,23,1,0,0,0,256,2,0,0,0,0,-2
P.Manning,00-0010346,no,IND,QB,31,22,2,1,0,0,299,1,-1,0,0,0,-1
