name,id,home,team,pos,passing_att,passing_cmp,passing_ints,passing_tds,passing_twopta,passing_twoptm,passing_yds,rushing_att,rushing_lng,rushing_tds,rushing_twopta,rushing_twoptm,rushing_yds
C.Henne,00-0026197,yes,MIA,QB,55,35,1,1,0,0,322,1,10,0,0,0,10
M.Schaub,00-0022787,no,HOU,QB,31,20,1,2,0,0,286,3,-1,0,0,0,-3
