name,id,home,team,pos,fumbles_lost,fumbles_rcv,fumbles_tot,fumbles_trcv,fumbles_yds,passing_att,passing_cmp,passing_ints,passing_tds,passing_twopta,passing_twoptm,passing_yds,receiving_lng,receiving_lngtd,receiving_rec,receiving_tds,receiving_twopta,receiving_twoptm,receiving_yds,rushing_att,rushing_lng,rushing_lngtd,rushing_tds,rushing_twopta,rushing_twoptm,rushing_yds
D.Brees,00-0020531,yes,NO,QB,0,1,1,1,0,56,37,4,2,0,0,356,,,,,,,,,,,,,,
C.McCoy,00-0027688,no,CLE,QB,,,,,,16,9,0,0,0,0,74,13,0,1,0,0,0,13,5,-1,0,0,0,0,-5
P.Hillis,00-0026367,no,CLE,,,,,,,1,1,0,0,0,0,13,1,0,1,0,0,0,1,16,12,4,1,0,0,69
