name,id,home,team,pos,passing_att,passing_cmp,passing_ints,passing_tds,passing_twopta,passing_twoptm,passing_yds,rushing_att,rushing_lng,rushing_tds,rushing_twopta,rushing_twoptm,rushing_yds
S.Hill,00-0020679,yes,SF,QB,38,15,1,0,0,0,198,4,22,0,0,0,53
M.Ryan,00-0026143,no,ATL,QB,32,22,1,2,0,0,329,2,2,1,0,0,3
