name,id,home,team,pos,passing_att,passing_cmp,passing_ints,passing_tds,passing_twopta,passing_twoptm,passing_yds,rushing_att,rushing_lng,rushing_tds,rushing_twopta,rushing_twoptm,rushing_yds
J.Campbell,00-0023460,yes,WAS,,42,30,1,3,0,0,367,1,-1,0,0,0,-1
D.Brees,00-0020531,no,NO,QB,49,35,1,2,0,0,419,,,,,,
