name,id,home,team,pos,passing_att,passing_cmp,passing_ints,passing_tds,passing_twopta,passing_twoptm,passing_yds,rushing_att,rushing_lng,rushing_tds,rushing_twopta,rushing_twoptm,rushing_yds
D.Garrard,00-0021231,yes,JAC,,43,30,2,0,0,0,335,4,13,0,0,0,31
M.Bulger,00-0019599,no,STL,,34,22,1,1,0,0,213,,,,,,
