name,id,home,team,pos,passing_att,passing_cmp,passing_ints,passing_tds,passing_twopta,passing_twoptm,passing_yds,rushing_att,rushing_lng,rushing_tds,rushing_twopta,rushing_twoptm,rushing_yds
J.Delhomme,00-0004161,yes,CAR,,44,27,3,0,0,0,325,,,,,,
R.Fitzpatrick,00-0023682,no,BUF,QB,22,11,0,1,0,0,123,7,5,0,0,0,10
