name,id,home,team,pos,passing_att,passing_cmp,passing_ints,passing_tds,passing_twopta,passing_twoptm,passing_yds,rushing_att,rushing_lng,rushing_tds,rushing_twopta,rushing_twoptm,rushing_yds
D.Anderson,00-0023645,yes,CLE,QB,48,26,1,1,0,0,269,2,1,1,0,0,2
C.Palmer,00-0021429,no,CIN,QB,44,23,1,2,0,0,230,3,15,0,0,0,20
