name,id,home,team,pos,fumbles_lost,fumbles_rcv,fumbles_tot,fumbles_trcv,fumbles_yds,passing_att,passing_cmp,passing_ints,passing_tds,passing_twopta,passing_twoptm,passing_yds,receiving_lng,receiving_lngtd,receiving_rec,receiving_tds,receiving_twopta,receiving_twoptm,receiving_yds,rushing_att,rushing_lng,rushing_lngtd,rushing_tds,rushing_twopta,rushing_twoptm,rushing_yds
M.Ryan,00-0026143,yes,ATL,QB,1,0,1,0,0,43,27,1,2,0,0,273,,,,,,,,2,4,0,0,0,0,6
B.Hoyer,00-0026625,no,CLE,QB,0,1,1,1,-4,40,23,3,0,0,0,322,,,,,,,,3,9,0,0,0,0,12
J.Gordon,00-0029664,no,CLE,WR,0,1,0,1,0,1,0,0,0,0,0,0,24,0,8,0,0,0,120,,,,,,,
