name,id,home,team,pos,fumbles_lost,fumbles_rcv,fumbles_tot,fumbles_trcv,fumbles_yds,passing_att,passing_cmp,passing_ints,passing_tds,passing_twopta,passing_twoptm,passing_yds,punting_avg,punting_i20,punting_lng,punting_pts,punting_yds,rushing_att,rushing_lng,rushing_lngtd,rushing_tds,rushing_twopta,rushing_twoptm,rushing_yds
J.Campbell,00-0023460,yes,CLE,,1,0,1,0,0,22,14,0,0,0,0,124,,,,,,1,-1,0,0,0,0,-1
B.Weeden,00-0029677,yes,CLE,QB,1,0,1,0,0,30,13,1,1,1,1,209,,,,,,1,2,0,0,0,0,2
B.Roethlisberger,00-0022924,no,PIT,QB,,,,,,34,22,0,2,0,0,217,28,1,28,1,28,2,-1,0,0,0,0,-3
