name,id,home,team,pos,passing_att,passing_cmp,passing_ints,passing_tds,passing_twopta,passing_twoptm,passing_yds,rushing_att,rushing_lng,rushing_tds,rushing_twopta,rushing_twoptm,rushing_yds
R.Fitzpatrick,00-0023682,yes,BUF,QB,23,15,2,0,0,0,117,,,,,,
M.Schaub,00-0022787,no,HOU,QB,34,25,2,0,1,1,268,7,8,0,0,0,7
