name,id,home,team,pos,fumbles_lost,fumbles_rcv,fumbles_tot,fumbles_trcv,fumbles_yds,passing_att,passing_cmp,passing_ints,passing_tds,passing_twopta,passing_twoptm,passing_yds,puntret_avg,puntret_lng,puntret_lngtd,puntret_ret,puntret_tds,receiving_lng,receiving_lngtd,receiving_rec,receiving_tds,receiving_twopta,receiving_twoptm,receiving_yds,rushing_att,rushing_lng,rushing_lngtd,rushing_tds,rushing_twopta,rushing_twoptm,rushing_yds
J.Locker,00-0027946,yes,TEN,,,,,,,11,9,1,0,0,0,81,,,,,,,,,,,,,2,21,0,0,0,0,28
Z.Mettenberger,00-0031266,yes,TEN,QB,1,0,2,0,0,24,14,1,0,0,0,125,,,,,,,,,,,,,1,-1,0,0,0,0,-1
O.Beckham,00-0031235,no,NYG,WR,,,,,,1,0,0,0,0,0,0,12,21,0,4,0,50,15,11,1,0,0,130,1,9,0,0,0,0,9
E.Manning,00-0022803,no,NYG,QB,,,,,,42,26,1,1,0,0,260,,,,,,,,,,,,,,,,,,,
