name,id,home,team,pos,passing_att,passing_cmp,passing_ints,passing_tds,passing_twopta,passing_twoptm,passing_yds,receiving_lng,receiving_lngtd,receiving_rec,receiving_tds,receiving_twopta,receiving_twoptm,receiving_yds,rushing_att,rushing_lng,rushing_lngtd,rushing_tds,rushing_twopta,rushing_twoptm,rushing_yds
B.Quinn,00-0025409,yes,KC,,22,10,2,0,0,0,162,,,,,,,,5,8,0,0,0,0,11
A.Luck,00-0029668,no,IND,QB,35,17,0,1,0,0,205,,,,,,,,6,11,0,0,0,0,21
T.Hilton,00-0029608,no,IND,WR,1,0,0,0,0,0,0,23,0,2,0,0,0,34,,,,,,,
