name,id,home,team,pos,fumbles_lost,fumbles_rcv,fumbles_tot,fumbles_trcv,fumbles_yds,passing_att,passing_cmp,passing_ints,passing_tds,passing_twopta,passing_twoptm,passing_yds,receiving_lng,receiving_lngtd,receiving_rec,receiving_tds,receiving_twopta,receiving_twoptm,receiving_yds,rushing_att,rushing_lng,rushing_lngtd,rushing_tds,rushing_twopta,rushing_twoptm,rushing_yds
T.Jackson,00-0024279,yes,SEA,QB,1,1,2,1,-7,32,21,0,1,0,0,224,,,,,,,,5,3,0,0,0,0,4
M.Lynch,00-0025399,yes,SEA,RB,,,,,,2,0,0,0,0,0,0,4,0,2,0,0,0,8,23,16,16,1,0,0,115
S.Bradford,00-0027854,no,STL,QB,,,,,,29,12,1,0,0,0,193,,,,,,,,2,0,0,0,0,0,-1
