name,id,home,team,pos,passing_att,passing_cmp,passing_ints,passing_tds,passing_twopta,passing_twoptm,passing_yds,rushing_att,rushing_lng,rushing_tds,rushing_twopta,rushing_twoptm,rushing_yds
T.Brady,00-0019596,yes,NE,QB,42,25,0,1,0,0,277,3,2,0,0,0,0
M.Ryan,00-0026143,no,ATL,QB,28,17,0,0,0,0,199,1,-1,0,0,0,-1
