name,id,home,team,pos,passing_att,passing_cmp,passing_ints,passing_tds,passing_twopta,passing_twoptm,passing_yds,rushing_att,rushing_lng,rushing_tds,rushing_twopta,rushing_twoptm,rushing_yds
B.Favre,00-0005106,yes,MIN,,30,17,1,1,0,0,192,2,4,0,0,0,8
C.Palmer,00-0021429,no,CIN,QB,25,15,0,1,0,0,94,4,4,0,0,0,10
J.O'Sullivan,00-0021296,no,CIN,,3,1,0,0,0,0,9,,,,,,
