name,id,home,team,pos,fumbles_lost,fumbles_rcv,fumbles_tot,fumbles_trcv,fumbles_yds,passing_att,passing_cmp,passing_ints,passing_tds,passing_twopta,passing_twoptm,passing_yds,receiving_lng,receiving_lngtd,receiving_rec,receiving_tds,receiving_twopta,receiving_twoptm,receiving_yds,rushing_att,rushing_lng,rushing_lngtd,rushing_tds,rushing_twopta,rushing_twoptm,rushing_yds
J.Freeman,00-0026993,yes,TB,,,,,,,30,19,0,0,0,0,256,,,,,,,,,,,,,,
M.Williams,00-0027702,yes,TB,,,,,,,1,1,0,0,0,0,28,14,0,3,0,0,0,28,,,,,,,
M.Ryan,00-0026143,no,ATL,QB,1,0,1,0,0,32,26,1,1,0,0,353,,,,,,,,1,13,0,0,0,0,13
