name,id,home,team,pos,fumbles_lost,fumbles_rcv,fumbles_tot,fumbles_trcv,fumbles_yds,passing_att,passing_cmp,passing_ints,passing_tds,passing_twopta,passing_twoptm,passing_yds,receiving_lng,receiving_lngtd,receiving_rec,receiving_tds,receiving_twopta,receiving_twoptm,receiving_yds,rushing_att,rushing_lng,rushing_lngtd,rushing_tds,rushing_twopta,rushing_twoptm,rushing_yds
A.Boldin,00-0022084,yes,BAL,WR,,,,,,1,1,0,0,0,0,-6,34,27,8,3,0,0,142,,,,,,,
J.Flacco,00-0026158,yes,BAL,QB,,,,,,31,22,0,3,0,0,262,,,,,,,,4,-1,0,0,0,0,-4
S.Wallace,00-0022055,no,CLE,,0,1,1,1,-17,24,18,0,1,0,0,141,,,,,,,,1,0,0,0,0,0,0
