name,id,home,team,pos,passing_att,passing_cmp,passing_ints,passing_tds,passing_twopta,passing_twoptm,passing_yds,rushing_att,rushing_lng,rushing_tds,rushing_twopta,rushing_twoptm,rushing_yds
J.Russell,00-0025388,yes,OAK,,28,17,2,1,0,0,224,5,12,0,0,0,8
D.McNabb,00-0011022,no,PHI,,46,22,0,0,0,0,269,2,6,0,0,0,8
