name,id,home,team,pos,passing_att,passing_cmp,passing_ints,passing_tds,passing_twopta,passing_twoptm,passing_yds,rushing_att,rushing_lng,rushing_tds,rushing_twopta,rushing_twoptm,rushing_yds
D.Anderson,00-0023645,yes,CLE,QB,11,7,1,0,0,0,86,1,2,0,0,0,2
D.Garrard,00-0021231,no,JAC,,39,22,1,2,0,0,202,5,15,0,0,0,40
