name,id,home,team,pos,fumbles_lost,fumbles_rcv,fumbles_tot,fumbles_trcv,fumbles_yds,passing_att,passing_cmp,passing_ints,passing_tds,passing_twopta,passing_twoptm,passing_yds,punting_avg,punting_i20,punting_lng,punting_pts,punting_yds,rushing_att,rushing_lng,rushing_lngtd,rushing_tds,rushing_twopta,rushing_twoptm,rushing_yds
C.Palmer,00-0021429,yes,OAK,QB,0,1,1,1,-1,35,19,3,3,0,0,332,,,,,,5,3,0,0,0,0,3
T.Tebow,00-0027876,no,DEN,,,,,,,21,10,0,2,0,0,124,,,,,,12,32,0,0,0,0,118
B.Colquitt,00-0026516,no,DEN,P,,,,,,1,0,0,0,0,0,0,39,0,57,5,238,,,,,,,
