name,id,home,team,pos,passing_att,passing_cmp,passing_ints,passing_tds,passing_twopta,passing_twoptm,passing_yds,rushing_att,rushing_lng,rushing_tds,rushing_twopta,rushing_twoptm,rushing_yds
M.Bulger,00-0019599,yes,STL,,26,14,2,0,0,0,140,,,,,,
P.Manning,00-0010346,no,IND,QB,34,23,0,3,0,0,235,1,-1,0,0,0,-1
