name,id,home,team,pos,passing_att,passing_cmp,passing_ints,passing_tds,passing_twopta,passing_twoptm,passing_yds,rushing_att,rushing_lng,rushing_tds,rushing_twopta,rushing_twoptm,rushing_yds
C.Palmer,00-0021429,yes,CIN,QB,33,21,2,0,0,0,247,1,2,0,0,0,2
K.Orton,00-0023541,no,DEN,,28,17,0,1,1,0,243,1,3,0,0,0,3
