name,id,home,team,pos,passing_att,passing_cmp,passing_ints,passing_tds,passing_twopta,passing_twoptm,passing_yds,rushing_att,rushing_lng,rushing_tds,rushing_twopta,rushing_twoptm,rushing_yds
D.McNabb,00-0011022,yes,PHI,,36,21,2,1,0,0,306,4,8,1,0,0,5
A.Smith,00-0023436,no,SF,QB,37,20,3,1,0,0,177,1,1,0,0,0,1
