name,id,home,team,pos,fumbles_lost,fumbles_rcv,fumbles_tot,fumbles_trcv,fumbles_yds,passing_att,passing_cmp,passing_ints,passing_tds,passing_twopta,passing_twoptm,passing_yds,receiving_lng,receiving_rec,receiving_tds,receiving_twopta,receiving_twoptm,receiving_yds,rushing_att,rushing_lng,rushing_tds,rushing_twopta,rushing_twoptm,rushing_yds
C.Henne,00-0026197,yes,MIA,QB,0,0,1,0,-5,20,16,1,1,0,0,140,,,,,,,1,0,0,0,0,0
P.White,00-0027020,yes,MIA,,,,,,,2,0,0,0,0,0,0,,,,,,,5,10,0,0,0,27
T.Thigpen,00-0025604,yes,MIA,,,,,,,8,4,2,1,0,0,83,,,,,,,1,1,0,0,0,1
S.Holmes,00-0024240,no,PIT,,,,,,,1,0,1,0,0,0,0,5,1,1,0,0,5,,,,,,
B.Roethlisberger,00-0022924,no,PIT,QB,1,0,1,0,0,27,18,0,3,0,0,220,,,,,,,4,13,0,0,0,17
