name,id,home,team,pos,passing_att,passing_cmp,passing_ints,passing_tds,passing_twopta,passing_twoptm,passing_yds,rushing_att,rushing_lng,rushing_tds,rushing_twopta,rushing_twoptm,rushing_yds
T.Edwards,00-0025479,yes,BUF,,2,1,0,0,0,0,-1,,,,,,
R.Fitzpatrick,00-0023682,yes,BUF,QB,25,17,1,1,0,0,178,,,,,,
T.Brady,00-0019596,no,NE,QB,23,11,1,1,0,0,115,4,0,0,0,0,-3
