name,id,home,team,pos,fumbles_lost,fumbles_rcv,fumbles_tot,fumbles_trcv,fumbles_yds,passing_att,passing_cmp,passing_ints,passing_tds,passing_twopta,passing_twoptm,passing_yds,punting_avg,punting_i20,punting_lng,punting_pts,punting_yds,rushing_att,rushing_lng,rushing_lngtd,rushing_tds,rushing_twopta,rushing_twoptm,rushing_yds
P.Rivers,00-0022942,yes,SD,QB,1,0,1,0,0,47,23,1,2,0,0,274,,,,,,1,4,0,0,0,0,4
C.Palmer,00-0021429,no,OAK,QB,1,0,1,0,0,20,14,1,2,0,0,299,,,,,,3,-1,0,0,0,0,-8
S.Lechler,00-0019714,no,OAK,P,,,,,,1,0,0,0,0,0,0,47,2,60,4,195,,,,,,,
