name,id,home,team,pos,passing_att,passing_cmp,passing_ints,passing_tds,passing_twopta,passing_twoptm,passing_yds,receiving_lng,receiving_lngtd,receiving_rec,receiving_tds,receiving_twopta,receiving_twoptm,receiving_yds,rushing_att,rushing_lng,rushing_lngtd,rushing_tds,rushing_twopta,rushing_twoptm,rushing_yds
Sh.Hill,00-0020679,yes,DET,QB,32,21,0,3,0,0,227,,,,,,,,2,8,0,0,0,0,9
J.Best,00-0027880,yes,DET,,1,0,0,0,0,0,0,22,0,4,0,0,0,37,18,12,0,0,0,0,67
D.Stanton,00-0025430,yes,DET,QB,1,1,0,0,0,0,11,,,,,,,,3,-1,0,0,0,0,-3
S.Bradford,00-0027854,no,STL,QB,45,23,2,0,0,0,215,,,,,,,,,,,,,,
