name,id,home,team,pos,passing_att,passing_cmp,passing_ints,passing_tds,passing_twopta,passing_twoptm,passing_yds,receiving_lng,receiving_lngtd,receiving_rec,receiving_tds,receiving_twopta,receiving_twoptm,receiving_yds,rushing_att,rushing_lng,rushing_lngtd,rushing_tds,rushing_twopta,rushing_twoptm,rushing_yds
J.McCown,00-0021206,yes,TB,QB,23,14,1,1,0,0,115,,,,,,,,2,4,0,0,0,0,6
D.Brees,00-0020531,no,NO,QB,38,24,3,1,0,0,281,1,0,1,0,0,0,1,2,-1,0,0,0,0,-2
