name,id,home,team,pos,fumbles_lost,fumbles_rcv,fumbles_tot,fumbles_trcv,fumbles_yds,passing_att,passing_cmp,passing_ints,passing_tds,passing_twopta,passing_twoptm,passing_yds,receiving_lng,receiving_lngtd,receiving_rec,receiving_tds,receiving_twopta,receiving_twoptm,receiving_yds,rushing_att,rushing_lng,rushing_lngtd,rushing_tds,rushing_twopta,rushing_twoptm,rushing_yds
C.Henne,00-0026197,yes,MIA,QB,,,,,,28,19,1,1,0,0,240,,,,,,,,2,2,0,0,0,0,3
C.Pennington,00-0019559,yes,MIA,,,,,,,2,1,0,0,0,0,19,,,,,,,,,,,,,,
T.Thigpen,00-0025604,yes,MIA,,,,,,,6,4,0,1,0,0,64,,,,,,,,2,7,0,0,0,0,5
B.Marshall,00-0024334,yes,MIA,WR,,,,,,1,0,0,0,0,0,0,16,0,3,0,0,0,34,,,,,,,
V.Young,00-0024218,no,TEN,,1,0,1,0,0,18,9,1,1,0,0,92,,,,,,,,2,8,0,0,0,0,14
K.Collins,00-0003292,no,TEN,,,,,,,20,9,0,0,0,0,51,,,,,,,,,,,,,,
