name,id,home,team,pos,passing_att,passing_cmp,passing_ints,passing_tds,passing_twopta,passing_twoptm,passing_yds,rushing_att,rushing_lng,rushing_tds,rushing_twopta,rushing_twoptm,rushing_yds
V.Young,00-0024218,yes,TEN,,3,0,0,0,0,0,0,1,6,0,0,0,6
K.Collins,00-0003292,yes,TEN,,32,19,1,0,0,0,164,1,-1,0,0,0,-1
P.Manning,00-0010346,no,IND,QB,44,36,1,3,0,0,309,,,,,,
