name,id,home,team,pos,fumbles_lost,fumbles_rcv,fumbles_tot,fumbles_trcv,fumbles_yds,passing_att,passing_cmp,passing_ints,passing_tds,passing_twopta,passing_twoptm,passing_yds,rushing_att,rushing_lng,rushing_lngtd,rushing_tds,rushing_twopta,rushing_twoptm,rushing_yds
A.Rodgers,00-0023459,yes,GB,QB,,,,,,29,21,0,5,0,0,283,4,12,0,0,0,0,18
J.McCown,00-0021206,no,CHI,QB,0,1,0,1,0,28,19,2,1,0,0,242,8,9,0,0,1,1,38
