name,id,home,team,pos,fumbles_lost,fumbles_rcv,fumbles_tot,fumbles_trcv,fumbles_yds,passing_att,passing_cmp,passing_ints,passing_tds,passing_twopta,passing_twoptm,passing_yds,rushing_att,rushing_lng,rushing_tds,rushing_twopta,rushing_twoptm,rushing_yds
J.Cutler,00-0024226,yes,CHI,QB,0,1,1,1,0,17,8,0,1,0,0,143,2,-1,0,0,0,-2
K.Boller,00-0022164,no,STL,,,,,,,32,17,1,0,0,0,113,,,,,,
