name,id,home,team,pos,passing_att,passing_cmp,passing_ints,passing_tds,passing_twopta,passing_twoptm,passing_yds,rushing_att,rushing_lng,rushing_lngtd,rushing_tds,rushing_twopta,rushing_twoptm,rushing_yds
J.Clausen,00-0027659,yes,CAR,QB,24,14,1,0,0,0,107,,,,,,,
M.Ryan,00-0026143,no,ATL,QB,34,20,1,1,0,0,227,1,4,0,0,0,0,4
