name,id,home,team,pos,fumbles_lost,fumbles_rcv,fumbles_tot,fumbles_trcv,fumbles_yds,passing_att,passing_cmp,passing_ints,passing_tds,passing_twopta,passing_twoptm,passing_yds,rushing_att,rushing_lng,rushing_tds,rushing_twopta,rushing_twoptm,rushing_yds
P.Rivers,00-0022942,yes,SD,QB,,,,,,38,24,2,3,0,0,308,1,0,0,0,0,0
C.Palmer,00-0021429,no,CIN,QB,0,1,1,1,0,40,27,1,2,0,0,314,1,0,0,1,1,0
