name,id,home,team,pos,passing_att,passing_cmp,passing_ints,passing_tds,passing_twopta,passing_twoptm,passing_yds,rushing_att,rushing_lng,rushing_lngtd,rushing_tds,rushing_twopta,rushing_twoptm,rushing_yds
D.Brees,00-0020531,yes,NO,QB,41,33,0,1,0,0,255,1,3,0,0,0,0,3
A.Dalton,00-0027973,no,CIN,QB,22,16,0,3,0,0,220,5,11,0,0,0,0,12
