name,id,home,team,pos,passing_att,passing_cmp,passing_ints,passing_tds,passing_twopta,passing_twoptm,passing_yds,rushing_att,rushing_lng,rushing_lngtd,rushing_tds,rushing_twopta,rushing_twoptm,rushing_yds
J.Campbell,00-0023460,yes,CLE,,39,23,2,1,0,0,273,1,17,0,0,0,0,17
J.Cutler,00-0024226,no,CHI,QB,31,22,2,3,0,0,265,3,30,0,0,0,0,43
