name,id,home,team,pos,passing_att,passing_cmp,passing_ints,passing_tds,passing_twopta,passing_twoptm,passing_yds,rushing_att,rushing_lng,rushing_lngtd,rushing_tds,rushing_twopta,rushing_twoptm,rushing_yds
T.Romo,00-0021678,yes,DAL,QB,62,37,2,3,0,0,441,3,6,0,0,1,1,7
R.Griffin,00-0029665,no,WAS,QB,28,20,1,4,0,0,311,6,14,0,0,0,0,29
