name,id,home,team,pos,fumbles_lost,fumbles_rcv,fumbles_tot,fumbles_trcv,fumbles_yds,passing_att,passing_cmp,passing_ints,passing_tds,passing_twopta,passing_twoptm,passing_yds,rushing_att,rushing_lng,rushing_tds,rushing_twopta,rushing_twoptm,rushing_yds
K.Orton,00-0023541,yes,DEN,,,,,,,37,19,0,1,0,0,263,2,2,0,0,0,0
B.Quinn,00-0025409,no,CLE,,1,0,1,0,-3,31,18,1,0,0,0,161,3,5,0,0,0,4
