name,id,home,team,pos,fumbles_lost,fumbles_rcv,fumbles_tot,fumbles_trcv,fumbles_yds,passing_att,passing_cmp,passing_ints,passing_tds,passing_twopta,passing_twoptm,passing_yds,rushing_att,rushing_lng,rushing_lngtd,rushing_tds,rushing_twopta,rushing_twoptm,rushing_yds
J.Campbell,00-0023460,yes,OAK,,0,0,1,0,0,18,13,0,1,1,0,159,4,6,0,0,0,0,7
B.Gradkowski,00-0024408,yes,OAK,QB,,,,,,7,1,0,0,0,0,14,,,,,,,
P.Rivers,00-0022942,no,SD,QB,2,0,2,0,0,42,27,0,2,0,0,431,1,14,0,0,0,0,14
