name,id,home,team,pos,fumbles_lost,fumbles_rcv,fumbles_tot,fumbles_trcv,fumbles_yds,passing_att,passing_cmp,passing_ints,passing_tds,passing_twopta,passing_twoptm,passing_yds,rushing_att,rushing_lng,rushing_lngtd,rushing_tds,rushing_twopta,rushing_twoptm,rushing_yds
T.Yates,00-0028090,yes,HOU,,,,,,,5,2,1,0,0,0,23,,,,,,,
M.Schaub,00-0022787,yes,HOU,QB,0,1,1,1,-2,33,20,2,0,0,0,232,1,0,0,0,0,0,0
A.Rodgers,00-0023459,no,GB,QB,,,,,,37,24,0,6,0,0,338,2,15,0,0,0,0,17
