name,id,home,team,pos,passing_att,passing_cmp,passing_ints,passing_tds,passing_twopta,passing_twoptm,passing_yds,rushing_att,rushing_lng,rushing_lngtd,rushing_tds,rushing_twopta,rushing_twoptm,rushing_yds
B.Bortles,00-0031407,yes,JAC,QB,40,22,2,1,0,0,183,4,12,0,0,0,0,26
C.Newton,00-0027939,no,CAR,QB,31,18,1,1,0,0,175,14,10,0,0,0,0,35
