name,id,home,team,pos,passing_att,passing_cmp,passing_ints,passing_tds,passing_twopta,passing_twoptm,passing_yds,rushing_att,rushing_lng,rushing_tds,rushing_twopta,rushing_twoptm,rushing_yds
K.Warner,00-0017200,yes,ARI,,32,22,0,3,0,0,285,3,0,0,0,0,-1
B.Favre,00-0005106,no,MIN,,45,30,2,2,0,0,275,,,,,,
