name,id,home,team,pos,passing_att,passing_cmp,passing_ints,passing_tds,passing_twopta,passing_twoptm,passing_yds,rushing_att,rushing_lng,rushing_lngtd,rushing_tds,rushing_twopta,rushing_twoptm,rushing_yds
A.Dalton,00-0027973,yes,CIN,QB,23,15,0,1,0,0,252,3,4,0,0,0,0,6
M.Ryan,00-0026143,no,ATL,QB,44,24,3,1,0,0,231,3,12,0,0,0,0,28
