name,id,home,team,pos,passing_att,passing_cmp,passing_ints,passing_tds,passing_twopta,passing_twoptm,passing_yds,rushing_att,rushing_lng,rushing_lngtd,rushing_tds,rushing_twopta,rushing_twoptm,rushing_yds
D.Carr,00-0031280,yes,OAK,QB,28,22,0,3,0,0,254,1,11,0,0,0,0,11
C.Kaepernick,00-0027974,no,SF,QB,33,18,2,1,0,0,174,4,17,0,0,0,0,26
