name,id,home,team,pos,passing_att,passing_cmp,passing_ints,passing_tds,passing_twopta,passing_twoptm,passing_yds,rushing_att,rushing_lng,rushing_lngtd,rushing_tds,rushing_twopta,rushing_twoptm,rushing_yds
T.Bridgewater,00-0031237,yes,MIN,QB,30,19,0,0,1,1,317,5,13,13,1,0,0,27
M.Ryan,00-0026143,no,ATL,QB,41,25,2,3,0,0,298,2,1,0,0,0,0,2
