name,id,home,team,pos,passing_att,passing_cmp,passing_ints,passing_tds,passing_twopta,passing_twoptm,passing_yds,rushing_att,rushing_lng,rushing_lngtd,rushing_tds,rushing_twopta,rushing_twoptm,rushing_yds
T.Tebow,00-0027876,yes,DEN,,36,16,2,2,0,0,205,13,30,6,1,0,0,94
P.Rivers,00-0022942,no,SD,QB,37,21,1,0,0,0,313,1,1,0,0,0,0,1
