name,id,home,team,pos,passing_att,passing_cmp,passing_ints,passing_tds,passing_twopta,passing_twoptm,passing_yds,rushing_att,rushing_lng,rushing_lngtd,rushing_tds,rushing_twopta,rushing_twoptm,rushing_yds
M.Ryan,00-0026143,yes,ATL,QB,36,24,0,1,0,0,235,3,5,0,0,0,0,5
J.Freeman,00-0026993,no,TB,,22,11,2,2,0,0,189,4,19,0,0,0,0,26
