name,id,home,team,pos,fumbles_lost,fumbles_rcv,fumbles_tot,fumbles_trcv,fumbles_yds,passing_att,passing_cmp,passing_ints,passing_tds,passing_twopta,passing_twoptm,passing_yds,rushing_att,rushing_lng,rushing_lngtd,rushing_tds,rushing_twopta,rushing_twoptm,rushing_yds
R.Lindley,00-0029531,yes,ARI,,0,1,1,1,-10,21,14,1,0,0,0,104,2,8,0,0,0,0,8
M.Stafford,00-0026498,no,DET,QB,,,,,,50,24,3,0,0,0,246,,,,,,,
