name,id,home,team,pos,fumbles_lost,fumbles_rcv,fumbles_tot,fumbles_trcv,fumbles_yds,passing_att,passing_cmp,passing_ints,passing_tds,passing_twopta,passing_twoptm,passing_yds,rushing_att,rushing_lng,rushing_lngtd,rushing_tds,rushing_twopta,rushing_twoptm,rushing_yds
M.Moore,00-0025708,yes,MIA,QB,,,,,,20,14,0,3,0,0,160,3,3,0,0,0,0,2
R.Fitzpatrick,00-0023682,no,BUF,QB,0,2,3,2,0,39,20,2,0,0,0,209,7,8,0,0,0,0,16
T.Thigpen,00-0025604,no,BUF,,,,,,,5,1,0,0,0,0,6,,,,,,,
