name,id,home,team,pos,fumbles_lost,fumbles_rcv,fumbles_tot,fumbles_trcv,fumbles_yds,passing_att,passing_cmp,passing_ints,passing_tds,passing_twopta,passing_twoptm,passing_yds,rushing_att,rushing_lng,rushing_tds,rushing_twopta,rushing_twoptm,rushing_yds
A.Rodgers,00-0023459,yes,GB,QB,0,0,1,0,-1,45,32,0,2,0,0,344,7,11,0,0,0,13
A.Smith,00-0023436,no,SF,QB,,,,,,33,16,1,3,0,0,227,1,2,0,0,0,2
