name,id,home,team,pos,fumbles_lost,fumbles_rcv,fumbles_tot,fumbles_trcv,fumbles_yds,passing_att,passing_cmp,passing_ints,passing_tds,passing_twopta,passing_twoptm,passing_yds,rushing_att,rushing_lng,rushing_tds,rushing_twopta,rushing_twoptm,rushing_yds
A.Rodgers,00-0023459,yes,GB,QB,1,0,1,0,0,37,29,1,2,0,0,358,3,10,0,0,0,9
D.Stanton,00-0025430,no,DET,QB,,,,,,11,5,2,0,0,0,57,,,,,,
D.Culpepper,00-0003739,no,DET,,,,,,,14,6,1,0,0,0,48,,,,,,
