name,id,home,team,pos,fumbles_lost,fumbles_rcv,fumbles_tot,fumbles_trcv,fumbles_yds,passing_att,passing_cmp,passing_ints,passing_tds,passing_twopta,passing_twoptm,passing_yds,receiving_lng,receiving_lngtd,receiving_rec,receiving_tds,receiving_twopta,receiving_twoptm,receiving_yds,rushing_att,rushing_lng,rushing_lngtd,rushing_tds,rushing_twopta,rushing_twoptm,rushing_yds
J.Locker,00-0027946,yes,TEN,,0,1,0,1,0,11,6,0,0,0,0,57,,,,,,,,2,7,0,0,0,0,7
C.Whitehurst,00-0024296,yes,TEN,QB,,,,,,24,10,0,0,0,0,203,10,0,0,0,0,0,10,2,10,0,0,0,0,9
G.Smith,00-0030565,no,NYJ,QB,,,,,,28,16,0,1,1,0,179,,,,,,,,4,10,0,0,0,0,16
