name,id,home,team,pos,passing_att,passing_cmp,passing_ints,passing_tds,passing_twopta,passing_twoptm,passing_yds,rushing_att,rushing_lng,rushing_lngtd,rushing_tds,rushing_twopta,rushing_twoptm,rushing_yds
B.Osweiler,00-0029682,yes,DEN,QB,4,2,0,0,0,0,12,3,-2,0,0,0,0,-6
P.Manning,00-0010346,yes,DEN,QB,29,23,0,3,0,0,304,,,,,,,
B.Quinn,00-0025409,no,KC,,16,7,0,0,0,0,49,2,5,0,0,0,0,4
