name,id,home,team,pos,fumbles_lost,fumbles_rcv,fumbles_tot,fumbles_trcv,fumbles_yds,passing_att,passing_cmp,passing_ints,passing_tds,passing_twopta,passing_twoptm,passing_yds,rushing_att,rushing_lng,rushing_lngtd,rushing_tds,rushing_twopta,rushing_twoptm,rushing_yds
R.Fitzpatrick,00-0023682,yes,HOU,QB,1,0,1,0,0,23,15,0,1,0,0,212,1,5,0,0,0,0,5
A.Luck,00-0029668,no,IND,QB,1,0,1,0,-10,44,25,1,3,0,0,370,7,10,0,0,0,0,18
