name,id,home,team,pos,passing_att,passing_cmp,passing_ints,passing_tds,passing_twopta,passing_twoptm,passing_yds,rushing_att,rushing_lng,rushing_tds,rushing_twopta,rushing_twoptm,rushing_yds
M.Sanchez,00-0026898,yes,NYJ,QB,32,18,3,1,0,0,226,3,4,0,0,0,7
M.Ryan,00-0026143,no,ATL,QB,34,16,0,1,0,0,152,2,-1,0,0,0,-2
