name,id,home,team,pos,passing_att,passing_cmp,passing_ints,passing_tds,passing_twopta,passing_twoptm,passing_yds,rushing_att,rushing_lng,rushing_lngtd,rushing_tds,rushing_twopta,rushing_twoptm,rushing_yds
J.Locker,00-0027946,yes,TEN,,11,8,0,1,0,0,79,4,12,11,1,0,0,34
C.Whitehurst,00-0024296,yes,TEN,QB,21,13,0,2,0,0,194,2,0,0,0,0,0,-1
B.Hoyer,00-0026625,no,CLE,QB,37,21,1,3,0,0,292,1,2,0,0,0,0,2
