name,id,home,team,pos,passing_att,passing_cmp,passing_ints,passing_tds,passing_twopta,passing_twoptm,passing_yds,rushing_att,rushing_lng,rushing_lngtd,rushing_tds,rushing_twopta,rushing_twoptm,rushing_yds
E.Manning,00-0022803,yes,NYG,QB,39,26,2,2,0,0,277,1,5,0,0,0,0,5
D.Stanton,00-0025430,no,ARI,QB,29,14,0,0,0,0,167,2,-1,0,0,0,0,-2
