name,id,home,team,pos,passing_att,passing_cmp,passing_ints,passing_tds,passing_twopta,passing_twoptm,passing_yds,rushing_att,rushing_lng,rushing_tds,rushing_twopta,rushing_twoptm,rushing_yds
B.Quinn,00-0025409,yes,CLE,,19,6,0,0,0,0,90,1,2,0,0,0,2
B.Roethlisberger,00-0022924,no,PIT,QB,32,18,0,0,0,0,201,3,10,0,0,0,10
