name,id,home,team,pos,passing_att,passing_cmp,passing_ints,passing_tds,passing_twopta,passing_twoptm,passing_yds,rushing_att,rushing_lng,rushing_tds,rushing_twopta,rushing_twoptm,rushing_yds
M.Ryan,00-0026143,yes,ATL,QB,24,17,1,1,0,0,135,5,5,0,0,0,6
J.Campbell,00-0023460,no,WAS,,22,15,1,1,0,0,196,5,19,0,0,0,40
T.Collins,00-0003315,no,WAS,,5,4,0,0,0,0,12,,,,,,
