name,id,home,team,pos,fumbles_lost,fumbles_rcv,fumbles_tot,fumbles_trcv,fumbles_yds,passing_att,passing_cmp,passing_ints,passing_tds,passing_twopta,passing_twoptm,passing_yds,rushing_att,rushing_lng,rushing_lngtd,rushing_tds,rushing_twopta,rushing_twoptm,rushing_yds
J.Cutler,00-0024226,yes,CHI,QB,0,1,1,1,0,26,17,0,2,0,0,233,4,8,0,0,0,0,27
R.Wilson,00-0029263,no,SEA,QB,0,1,0,1,0,37,23,0,2,0,0,293,9,13,0,0,0,0,71
