name,id,home,team,pos,fumbles_lost,fumbles_rcv,fumbles_tot,fumbles_trcv,fumbles_yds,passing_att,passing_cmp,passing_ints,passing_tds,passing_twopta,passing_twoptm,passing_yds,rushing_att,rushing_lng,rushing_tds,rushing_twopta,rushing_twoptm,rushing_yds
K.Collins,00-0003292,yes,TEN,,1,0,1,0,0,33,21,1,2,0,0,216,3,3,0,0,0,4
M.Schaub,00-0022787,no,HOU,QB,,,,,,39,25,0,4,0,0,357,4,4,0,0,0,4
