name,id,home,team,pos,passing_att,passing_cmp,passing_ints,passing_tds,passing_twopta,passing_twoptm,passing_yds,rushing_att,rushing_lng,rushing_lngtd,rushing_tds,rushing_twopta,rushing_twoptm,rushing_yds
A.Rodgers,00-0023459,yes,GB,QB,42,34,0,4,0,0,480,3,-1,0,0,0,0,-3
R.Griffin,00-0029665,no,WAS,QB,40,26,1,3,1,0,320,4,4,0,0,0,0,1
